Position,Track Name,Artist,Streams,URL,Week Start Date,Week End Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
88,Tequila,Dan + Shay,2324091,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,2018-08-03,2018-08-10,0.0312,Dan + Shay,0.489,196747,0.581,False,https://i.scdn.co/image/261bee18c33f6e0101dee0d9b16691023d89971d,0.0,11,0.132,-5.731,1,72,0.0281,86.016,4,0.494
89,Born To Be Yours,Kygo,2283884,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM,2018-08-03,2018-08-10,0.3,Born To Be Yours,0.688,193321,0.688,False,https://i.scdn.co/image/4f6c0ba1317ea1d032ed8f1e5d51777f5ed78192,0.0,3,0.0982,-5.84,1,82,0.0357,114.011,4,0.451
90,Natural,Imagine Dragons,2278850,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,2018-08-03,2018-08-10,0.216,Natural,0.448,189467,0.612,False,https://i.scdn.co/image/557fcc38125bea3383b6521ad13bdf40ddda966e,0.0,2,0.08,-6.106,1,72,0.0708,97.773,4,0.213
91,JAPAN,Famous Dex,2271847,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl,2018-08-03,2018-08-10,0.121,Dex Meets Dexter,0.733,142000,0.678,True,https://i.scdn.co/image/9ac945f400b4a37ab70c836a21da4a89549d19cd,0.0,6,0.344,-7.771,1,81,0.438,175.985,4,0.841
92,This Is America,Childish Gambino,2265364,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,2018-08-03,2018-08-10,0.117,This Is America,0.854,225773,0.463,True,https://i.scdn.co/image/ea7b321828e589e982c4764513ca063d68a536ab,0.0,5,0.354,-6.159,1,80,0.137,120.024,4,0.549
93,Hurt Feelings,Mac Miller,2218063,https://open.spotify.com/track/5p7GiBZNL1afJJDUrOA6C8,2018-08-03,2018-08-10,0.343,Swimming,0.69,245640,0.462,True,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.00218,8,0.113,-8.054,1,75,0.13,157.655,4,0.325
94,Be Alright,Dean Lewis,2213207,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2018-08-03,2018-08-10,0.697,Be Alright,0.553,196373,0.586,True,https://i.scdn.co/image/9e1be389bfb3946c923f6888578b6a6f54c6b969,0.0,11,0.0813,-6.319,1,91,0.0362,126.684,4,0.443
95,Side Effects (feat. Emily Warren),The Chainsmokers,2200268,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5,2018-08-03,2018-08-10,0.00277,Sick Boy...Side Effects,0.673,173613,0.71,False,https://i.scdn.co/image/4a41a24725d9e92189f057326a18a5496464b727,0.0,8,0.55,-6.744,1,40,0.0324,110.017,4,0.54
96,The Middle,Zedd,2180064,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-08-03,2018-08-10,0.171,The Middle,0.753,184732,0.657,False,https://i.scdn.co/image/81c4cbed06aa3d2d4ddb3470410268987ff1f6bd,0.0,7,0.112,-3.061,1,87,0.0449,107.01,4,0.437
97,APESHIT,The Carters,2171222,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj,2018-08-03,2018-08-10,0.0133,EVERYTHING IS LOVE,0.705,264853,0.784,True,https://i.scdn.co/image/eee03388de563f4cd428817f4b2b1449ddc270af,0.0,2,0.168,-6.477,1,71,0.271,160.035,4,0.377
98,Legends,Juice WRLD,2125997,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,2018-08-03,2018-08-10,0.115,Legends,0.594,191840,0.798,True,https://i.scdn.co/image/bca8b62e0f1eeb4835412706e7d0d1fed9d76f2d,0.0,4,0.143,-5.244,1,81,0.0844,142.049,4,0.381
99,Lust,Lil Skies,2125535,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S,2018-08-03,2018-08-10,0.138,Life of a Dark Rose,0.718,156000,0.767,True,https://i.scdn.co/image/e5eea949b07222706328ba45f8fa495e0cac94ef,0.0,9,0.114,-5.641,1,82,0.166,160.084,4,0.519
100,Congratulations,Post Malone,2091523,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2018-08-03,2018-08-10,0.215,Stoney (Deluxe),0.63,220293,0.804,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,6,0.253,-4.183,1,85,0.0363,123.146,4,0.492
101,HANDGUN (feat. A$AP Rocky),YG,2089759,https://open.spotify.com/track/50wkDxcIfamIajKwmgp0iB,2018-08-03,2018-08-10,0.0195,STAY DANGEROUS,0.843,215533,0.546,True,https://i.scdn.co/image/761cec22194f08f4689e9dc88c28734074bb2848,0.0,8,0.374,-7.714,1,66,0.464,159.104,4,0.427
102,Shoota (feat. Lil Uzi Vert),Playboi Carti,2089258,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i,2018-08-03,2018-08-10,0.191,Die Lit,0.674,153800,0.649,True,https://i.scdn.co/image/eb7fa6afda95fadfb67a90c036b555f6049998b2,0.0,1,0.122,-8.433,0,79,0.199,153.069,4,0.48
103,Come Back to Earth,Mac Miller,2081791,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR,2018-08-03,2018-08-10,0.89,Swimming,0.272,161840,0.238,False,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.00925,2,0.275,-12.148,0,75,0.0349,83.507,4,0.119
104,One Day (feat. Ryan Tedder),Logic,2068080,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn,2018-08-03,2018-08-10,0.118,One Day (feat. Ryan Tedder),0.529,199867,0.871,True,https://i.scdn.co/image/98850f970317b1b15f666dd49a8c166ca73c0632,0.000164,10,0.115,-5.831,1,65,0.155,189.837,4,0.272
105,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,2058265,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN,2018-08-03,2018-08-10,0.0372,Watch (feat. Lil Uzi Vert & Kanye West),0.706,217405,0.559,True,https://i.scdn.co/image/53f467328a1db311d71dfc8cf19eff88acd2dac2,0.0,4,0.379,-5.216,0,73,0.0416,78.534,4,0.252
106,Mo Bamba,Sheck Wes,2055195,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn,2018-08-03,2018-08-10,0.268,Mo Bamba,0.738,180898,0.629,True,https://i.scdn.co/image/cf4caa4b74fd9b111e2c52fb422113e68660406d,0.00114,6,0.163,-4.882,0,59,0.0495,146.067,4,0.319
107,Bed (feat. Ariana Grande),Nicki Minaj,2043416,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS,2018-08-03,2018-08-10,0.0551,Bed (feat. Ariana Grande),0.589,189360,0.714,True,https://i.scdn.co/image/6b8439009af4f9221b440d4a7d278e0d06ceb767,0.00013,7,0.131,-6.308,1,69,0.258,118.611,5,0.42
108,HUMBLE.,Kendrick Lamar,2024770,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2018-08-03,2018-08-10,0.000282,DAMN.,0.908,177000,0.621,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,5.39e-05,1,0.0958,-6.638,0,85,0.102,150.011,4,0.421
109,I'm a Mess,Bebe Rexha,2014199,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,2018-08-03,2018-08-10,0.00281,Expectations,0.63,195519,0.694,False,https://i.scdn.co/image/ef24726ae44b2a0ef78cf3be0aceaf84b94f1469,0.0,11,0.0719,-6.257,0,86,0.0253,97.005,4,0.216
110,Simple,Florida Georgia Line,1996300,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi,2018-08-03,2018-08-10,0.0848,Florida Georgia Line,0.375,185200,0.889,False,https://i.scdn.co/image/30977eeb28f5779cf93bef68d05d1d6dea731c98,0.0,3,0.136,-3.704,1,34,0.0991,199.669,4,0.881
111,What's the Use?,Mac Miller,1990837,https://open.spotify.com/track/2dgrYdgguVZKeCsrVb9XEs,2018-08-03,2018-08-10,0.736,Swimming,0.759,288640,0.492,True,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.00989,1,0.107,-10.338,0,74,0.12,104.974,4,0.561
112,Red Roses (feat. Landon Cube),Lil Skies,1988352,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,2018-08-03,2018-08-10,0.547,Life of a Dark Rose,0.691,262544,0.683,True,https://i.scdn.co/image/e5eea949b07222706328ba45f8fa495e0cac94ef,0.0,0,0.221,-7.335,1,79,0.0954,140.002,4,0.456
113,BULLETPROOF (feat. Jay 305),YG,1988293,https://open.spotify.com/track/1qUdAB72nSWPZwDqH9KMYD,2018-08-03,2018-08-10,0.137,STAY DANGEROUS,0.776,153707,0.515,True,https://i.scdn.co/image/761cec22194f08f4689e9dc88c28734074bb2848,0.0,10,0.321,-7.415,0,66,0.411,162.488,3,0.448
114,Nowadays (feat. Landon Cube),Lil Skies,1976910,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,2018-08-03,2018-08-10,0.157,Life of a Dark Rose,0.745,203908,0.646,True,https://i.scdn.co/image/e5eea949b07222706328ba45f8fa495e0cac94ef,0.0,6,0.338,-6.987,0,76,0.17,79.993,4,0.46
115,Nephew (feat. Lil Pump),Smokepurpp,1969416,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL,2018-08-03,2018-08-10,0.00422,Nephew (feat. Lil Pump),0.792,202963,0.454,True,https://i.scdn.co/image/efab95e991b27c9b42e4e379e6f59990688bfd2a,0.0,9,0.285,-6.753,1,77,0.458,161.993,4,0.674
116,Nevermind,Dennis Lloyd,1966535,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,2018-08-03,2018-08-10,0.156,Nevermind,0.592,156600,0.691,False,https://i.scdn.co/image/758437fb64437db76bed9a15be980e0c6b58ba07,9.78e-06,3,0.418,-8.354,1,84,0.196,99.976,4,0.0796
117,Call Out My Name,The Weeknd,1963009,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,2018-08-03,2018-08-10,0.218,"My Dear Melancholy,",0.489,228373,0.598,False,https://i.scdn.co/image/89d5b8d9dd3c706d0b2ef1358e3baa0265578e69,0.0,1,0.35,-4.929,1,73,0.036,134.045,3,0.172
118,Fr Fr (feat. Lil Skies),Wiz Khalifa,1958240,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V,2018-08-03,2018-08-10,0.12,Rolling Papers 2,0.916,195591,0.493,True,https://i.scdn.co/image/91738290035816670258d549b1aad9b46d559922,2.63e-06,1,0.211,-7.371,0,76,0.162,140.057,4,0.327
119,Roll In Peace (feat. XXXTENTACION),Kodak Black,1943502,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2018-08-03,2018-08-10,0.0306,Project Baby 2,0.747,213132,0.524,True,https://i.scdn.co/image/3d461dd2722e109db7e55b69ab8cd6fbfd6041b0,0.0,10,0.2,-6.807,0,81,0.245,140.053,4,0.363
120,Lie,NF,1933183,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc,2018-08-03,2018-08-10,0.161,Perception,0.753,209213,0.66,False,https://i.scdn.co/image/a1d11ea7686f1d0a31c223abb86da10bbfb8365a,0.0,5,0.236,-6.542,1,78,0.133,95.003,4,0.182
121,I Might Need Security,Chance the Rapper,1921753,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh,2018-08-03,2018-08-10,0.177,I Might Need Security,0.514,240640,0.693,True,https://i.scdn.co/image/2e659ca9d007c3af7e26592f45dbe43e20ab2915,0.0,9,0.351,-5.868,1,71,0.408,110.568,3,0.287
122,Thunder,Imagine Dragons,1915573,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2018-08-03,2018-08-10,0.00671,Evolve,0.605,187147,0.822,False,https://i.scdn.co/image/cc3ac37fc1dd9c376d3dd1c6179880dbe4fca529,0.134,0,0.147,-4.833,1,87,0.0438,167.997,4,0.288
123,Stay,Post Malone,1892605,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc,2018-08-03,2018-08-10,0.414,beerbongs & bentleys,0.479,204427,0.468,True,https://i.scdn.co/image/77eb7c17cafe5502589602bd799134625caeb6f3,0.0,5,0.148,-5.396,1,80,0.0274,85.913,4,0.35
124,Havana,Camila Cabello,1881187,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-08-03,2018-08-10,0.184,Camila,0.765,217307,0.523,False,https://i.scdn.co/image/ac7215afbceb58c8a7f3713eaf9d00ff3d959779,3.56e-05,2,0.132,-4.333,1,88,0.03,104.988,4,0.394
125,Bigger Than You (feat. Drake & Quavo),2 Chainz,1880505,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,2018-08-03,2018-08-10,0.247,Bigger Than You feat. Drake & Quavo,0.888,225893,0.515,True,https://i.scdn.co/image/97e49b33d5a41f29c45505d6ea086e48c2521fac,0.0,1,0.446,-6.246,1,77,0.271,141.009,4,0.264
126,Playinwitme (feat. Kehlani),KYLE,1860800,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr,2018-08-03,2018-08-10,0.339,Light of Mine,0.689,191680,0.584,False,https://i.scdn.co/image/74e4e22ce067ae84c233d7e957e6a8e02497623a,0.0,1,0.297,-5.768,0,80,0.119,156.572,4,0.676
127,PICK IT UP (feat. A$AP Rocky),Famous Dex,1846892,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV,2018-08-03,2018-08-10,0.0149,Dex Meets Dexter,0.921,191252,0.467,True,https://i.scdn.co/image/9ac945f400b4a37ab70c836a21da4a89549d19cd,0.000238,1,0.334,-8.443,1,72,0.119,135.995,4,0.287
128,Freaky Friday (feat. Chris Brown),Lil Dicky,1846842,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-08-03,2018-08-10,0.147,Freaky Friday (feat. Chris Brown),0.755,216632,0.599,True,https://i.scdn.co/image/5d9060df3d80725d7c89c71494f0d498742c7737,0.0,8,0.109,-5.042,1,82,0.224,133.123,4,0.755
129,Beautiful Crazy,Luke Combs,1837741,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,2018-08-03,2018-08-10,0.676,This One's for You Too (Deluxe Edition),0.552,193200,0.402,False,https://i.scdn.co/image/b3a414f2020cd28c5e34b2e56e47c07652190bca,0.0,11,0.0928,-7.431,1,79,0.0262,103.313,4,0.382
130,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,1835562,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk,2018-08-03,2018-08-10,0.118,Don't Leave Me Alone (feat. Anne-Marie),0.659,183750,0.738,False,https://i.scdn.co/image/f50acbd834d2403157d28f5bf295eb49d663e33b,0.0,4,0.115,-5.072,0,81,0.0477,127.95,4,0.481
131,Champion (feat. Travis Scott),NAV,1833425,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo,2018-08-03,2018-08-10,0.381,RECKLESS,0.642,195053,0.782,True,https://i.scdn.co/image/0f67940db5ac10ebbd29a6f5ad08b634a6ec4293,0.0,5,0.108,-3.395,0,80,0.0477,162.005,4,0.396
132,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1828310,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,2018-08-03,2018-08-10,0.000874,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.563,229670,0.717,True,https://i.scdn.co/image/d4a6afd50c327f549dda2e112985ee233f5bd908,0.0,1,0.183,-5.186,1,78,0.337,82.064,4,0.427
133,All The Stars (with SZA),Kendrick Lamar,1797719,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,2018-08-03,2018-08-10,0.0605,Black Panther The Album Music From And Inspired By,0.698,232187,0.633,True,https://i.scdn.co/image/844da52d9871ec8fe044eba0746be7717bba838c,0.000194,8,0.0926,-4.946,1,83,0.0597,96.924,4,0.552
134,Stir Fry,Migos,1789252,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,2018-08-03,2018-08-10,0.00299,Culture II,0.815,190288,0.816,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,2,0.159,-5.474,1,80,0.269,181.967,4,0.498
135,Young Dumb & Broke,Khalid,1787174,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2018-08-03,2018-08-10,0.199,American Teen,0.798,202547,0.539,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,1.66e-05,1,0.165,-6.351,1,85,0.0421,136.949,4,0.394
136,Life Goes On,Lil Baby,1783414,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z,2018-08-03,2018-08-10,0.0021,Harder Than Ever,0.716,247055,0.541,True,https://i.scdn.co/image/3b7fd6ea2961e45f1b6031eda466ae1bb3bd30c7,0.0,1,0.115,-7.909,1,78,0.149,139.978,4,0.387
137,Bank Account,21 Savage,1781969,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2018-08-03,2018-08-10,0.0151,Issa Album,0.884,220307,0.346,True,https://i.scdn.co/image/e0c1774d0cea9d3f5761877e54b6156d48a8e398,7.04e-06,8,0.0871,-8.228,0,82,0.351,75.016,4,0.376
138,Sin Pijama,Becky G,1765552,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,2018-08-03,2018-08-10,0.354,Sin Pijama,0.791,188560,0.745,False,https://i.scdn.co/image/cdb97f44f35f2703475730e70f551024c96b7d3b,2.93e-05,11,0.104,-3.695,0,86,0.0464,94.014,4,0.82
139,Believer,Imagine Dragons,1764828,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2018-08-03,2018-08-10,0.0622,Evolve,0.776,204347,0.78,False,https://i.scdn.co/image/cc3ac37fc1dd9c376d3dd1c6179880dbe4fca529,0.0,10,0.081,-4.374,0,88,0.128,124.949,4,0.666
140,Taking A Walk,Trippie Redd,1755041,https://open.spotify.com/track/6ArSQdZWckNt208EzsgUM5,2018-08-03,2018-08-10,0.68,Taking A Walk,0.767,121680,0.538,True,https://i.scdn.co/image/aac404be72022e7b60b73de40fd67f23940ec034,0.0,0,0.192,-6.044,0,66,0.052,81.031,4,0.343
141,Paranoid,Post Malone,1754852,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq,2018-08-03,2018-08-10,0.0379,beerbongs & bentleys,0.61,221787,0.554,False,https://i.scdn.co/image/77eb7c17cafe5502589602bd799134625caeb6f3,3.84e-05,0,0.166,-5.501,1,80,0.137,159.85,4,0.244
142,FRIENDS,Marshmello,1747916,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-08-03,2018-08-10,0.205,FRIENDS,0.626,202621,0.88,True,https://i.scdn.co/image/5843ed4a56177db9ae39a09d23319f87a78ed7d6,0.0,9,0.128,-2.384,0,87,0.0504,95.079,4,0.534
143,Location,Khalid,1745685,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2018-08-03,2018-08-10,0.33,American Teen,0.736,219080,0.449,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,0.000162,1,0.0898,-11.462,0,83,0.425,80.126,4,0.326
144,TATI,6ix9ine,1740144,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL,2018-08-03,2018-08-10,0.00214,TATI,0.779,154565,0.767,True,https://i.scdn.co/image/400464578ba22a2f897b90f63642bf44bbaa9728,0.0,11,0.102,-5.462,0,71,0.258,91.981,4,0.523
145,Heaven,Kane Brown,1738067,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,2018-08-03,2018-08-10,0.263,Kane Brown (Deluxe Edition),0.677,179507,0.556,False,https://i.scdn.co/image/e60f5a73fb984a6af3a117fdab0bf47d1c518bd9,0.0,9,0.105,-6.544,1,78,0.0306,80.009,4,0.521
146,X - Remix,Nicky Jam,1737556,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,2018-08-03,2018-08-10,0.0561,X (Remix),0.663,235747,0.696,False,https://i.scdn.co/image/8a6e12af8b73231c78aaf4fbd4956f29ac5f65b4,3.77e-05,9,0.0778,-4.957,0,80,0.103,180.113,4,0.738
147,Narcos,Migos,1735517,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK,2018-08-03,2018-08-10,0.0146,Culture II,0.936,255379,0.588,True,https://i.scdn.co/image/dfc7c4f6f238bdd64f37c707e82a9b91cf3a0910,0.0,7,0.139,-6.948,0,79,0.136,124.987,4,0.238
148,POWER (feat. Ty Dolla $ign),YG,1726088,https://open.spotify.com/track/4QL6NHf6sl3Sx58AFKc1GQ,2018-08-03,2018-08-10,0.0113,STAY DANGEROUS,0.932,172893,0.486,True,https://i.scdn.co/image/761cec22194f08f4689e9dc88c28734074bb2848,0.0,1,0.101,-7.965,1,63,0.0671,100.014,4,0.413
149,Rich & Sad,Post Malone,1719790,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc,2018-08-03,2018-08-10,0.186,beerbongs & bentleys,0.601,206453,0.59,True,https://i.scdn.co/image/77eb7c17cafe5502589602bd799134625caeb6f3,0.0,2,0.0942,-5.001,1,79,0.0569,151.952,4,0.274
150,Ned Flanders (feat. A$AP Ferg),MadeinTYO,1708547,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf,2018-08-03,2018-08-10,0.0254,Ned Flanders (feat. A$AP Ferg),0.936,161013,0.495,True,https://i.scdn.co/image/47d8711dcc548e711fade621c2a367fa9de3163e,0.0,1,0.087,-6.062,1,56,0.229,139.951,4,0.299
151,Connection,OneRepublic,1687857,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU,2018-08-03,2018-08-10,0.000837,Connection,0.611,148460,0.602,False,https://i.scdn.co/image/65ae2f7589c6f3fd013c6cf44cd04adfd53af204,0.0,5,0.112,-4.89,1,77,0.0437,168.154,4,0.624
152,Can’t Take A Joke,Drake,1685907,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm,2018-08-03,2018-08-10,0.128,Scorpion,0.761,163974,0.598,True,https://i.scdn.co/image/239ec906572231368d8ebd72614094bd3bd10b33,0.0,10,0.0839,-7.249,0,74,0.182,173.897,4,0.447
153,You Make It Easy,Jason Aldean,1678438,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J,2018-08-03,2018-08-10,0.143,Rearview Town,0.375,196800,0.574,False,https://i.scdn.co/image/47128f7946887d8e5ca785d0d462313e23b04590,0.0,7,0.11,-5.305,1,67,0.0315,132.025,3,0.406
154,NUMB,XXXTENTACION,1662169,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl,2018-08-03,2018-08-10,0.1,?,0.414,186268,0.416,False,https://i.scdn.co/image/4b180600c11e3c89c8b16d6aea3590a5cbfdaea9,0.179,11,0.131,-8.024,0,80,0.0251,159.91,4,0.196
155,idontwannabeyouanymore,Billie Eilish,1660878,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH,2018-08-03,2018-08-10,0.737,dont smile at me,0.483,203569,0.412,False,https://i.scdn.co/image/51643a0259a2c6c983fab42a8f988fd978778cb4,0.0,7,0.116,-8.461,1,88,0.0402,170.163,3,0.247
156,Betrayed,Lil Xan,1657424,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug,2018-08-03,2018-08-10,0.434,TOTAL XANARCHY,0.821,187173,0.434,True,https://i.scdn.co/image/3bc341e9f63db46127e22811b8c8ab5fa00dbaca,0.0,10,0.128,-9.194,0,76,0.118,120.012,4,0.241
157,Bodak Yellow,Cardi B,1650865,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL,2018-08-03,2018-08-10,0.0659,Invasion of Privacy,0.926,223713,0.703,True,https://i.scdn.co/image/af948fc4cc3f16f7b9afcfa31a91ad3a2f460e8c,0.0,11,0.231,-6.337,0,80,0.103,125.022,4,0.485
158,Bounce Out With That,YBN Nahmir,1648897,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ,2018-08-03,2018-08-10,0.033,Bounce Out With That,0.865,97344,0.624,True,https://i.scdn.co/image/83e9ba2b16540de0896d6fdf22a191edd7724a58,0.0,8,0.0984,-8.224,1,75,0.103,94.94,4,0.396
159,Creeping (feat. Rich the Kid),Lil Skies,1647520,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9,2018-08-03,2018-08-10,0.0108,Creeping (feat. Rich the Kid),0.729,179831,0.687,True,https://i.scdn.co/image/5a8f13b9536ab7c0f04aea3f1dfe0e2c89e4e450,0.0,8,0.162,-8.06,0,79,0.25,160.085,4,0.683
160,Sober,Demi Lovato,1639177,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5,2018-08-03,2018-08-10,0.798,Sober,0.397,197893,0.303,False,https://i.scdn.co/image/0b6074a4111b5237ba27c818e7104d1617cc5456,4.16e-06,1,0.0824,-10.413,1,80,0.11,170.22,3,0.17
161,Africa,Toto,1625560,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2018-08-03,2018-08-10,0.257,Toto IV,0.671,295893,0.373,False,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746,7.95e-05,9,0.0481,-18.064,1,83,0.0323,92.717,4,0.732
162,Plain Jane,A$AP Ferg,1624589,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2018-08-03,2018-08-10,0.0651,Still Striving,0.797,173600,0.844,True,https://i.scdn.co/image/338e8f6a727ac686e3eb3de21a54c5ef6e10c68a,0.0,11,0.087,-5.482,1,80,0.275,170.142,4,0.52
163,2002,Anne-Marie,1605364,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB,2018-08-03,2018-08-10,0.0372,Speak Your Mind (Deluxe),0.697,186987,0.683,False,https://i.scdn.co/image/c4e57eaa0be2938407b062af8919893411139166,0.0,1,0.137,-2.881,0,38,0.117,96.133,4,0.603
164,I Like Me Better,Lauv,1598089,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2018-08-03,2018-08-10,0.535,I met you when I was 18. (the playlist),0.752,197437,0.505,False,https://i.scdn.co/image/fd81e964c72bb185940f343cd5fd501b6d27f067,2.55e-06,9,0.104,-7.621,1,74,0.253,91.97,4,0.419
165,Emotionless,Drake,1591385,https://open.spotify.com/track/5Psnhdkyanjpgc2P8A5TSM,2018-08-03,2018-08-10,0.0249,Scorpion,0.413,302173,0.677,True,https://i.scdn.co/image/239ec906572231368d8ebd72614094bd3bd10b33,0.0,1,0.0793,-5.12,1,73,0.255,172.501,4,0.0845
166,1-800-273-8255,Logic,1574122,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2018-08-03,2018-08-10,0.57,Everybody,0.62,250173,0.574,True,https://i.scdn.co/image/3df14cbaac20470a0b8523420eeae52e6849960f,0.0,5,0.19,-7.788,0,82,0.0479,100.021,4,0.352
167,Could've Been (feat. Bryson Tiller),H.E.R.,1573012,https://open.spotify.com/track/6lzLjIOyWTyTJvk0jraYee,2018-08-03,2018-08-10,0.64,I Used To Know Her: The Prelude,0.545,248467,0.33,False,https://i.scdn.co/image/111925fa9a2c1f16ac53912e19df1a7345e8f5ce,7e-06,1,0.22,-11.719,0,77,0.164,103.553,4,0.399
168,Wings,Mac Miller,1565772,https://open.spotify.com/track/16umSNZfofRpDqTvf8DIAo,2018-08-03,2018-08-10,0.818,Swimming,0.656,250120,0.33,True,https://i.scdn.co/image/6dd91ca36a8dd29918947232b682f970a6fada36,0.00386,8,0.107,-8.771,1,71,0.162,119.057,4,0.349
